ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,BUY_CITY-D,BUY_DUBL-T1,SELL_DUBL-T1,SELL_CITY-T1,BUY_CHUL-P,BUY_CITY-T1,SELL_CITY-D,SELL_LAVL-D,SELL_CITY-T2,tick,timestamp
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.340376
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.340376
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.340376
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.340376
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,119,2026-02-03 09:23:45.340376
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,120,2026-02-03 09:23:46.382814
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,121,2026-02-03 09:23:47.419981
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,122,2026-02-03 09:23:48.458617
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,123,2026-02-03 09:23:49.495877
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,124,2026-02-03 09:23:50.530184
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,125,2026-02-03 09:23:51.570224
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,126,2026-02-03 09:23:52.608572
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,127,2026-02-03 09:23:53.646921
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,128,2026-02-03 09:23:54.682534
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,129,2026-02-03 09:23:55.242514
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,130,2026-02-03 09:23:56.361764
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,131,2026-02-03 09:23:57.404513
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,132,2026-02-03 09:23:58.447744
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,133,2026-02-03 09:23:59.497641
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,134,2026-02-03 09:24:00.547910
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,135,2026-02-03 09:24:01.590214
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,136,2026-02-03 09:24:02.632822
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,137,2026-02-03 09:24:03.671520
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,138,2026-02-03 09:24:04.709766
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,139,2026-02-03 09:24:05.804898
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,140,2026-02-03 09:24:06.376873
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,141,2026-02-03 09:24:07.425730
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,142,2026-02-03 09:24:08.470569
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-03 09:24:09.514150
NG,2.07,2.05,2.09,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-03 09:24:10.551021
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-03 09:24:11.588119
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-03 09:24:12.639774
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
ELEC-F,16.0,12.0,0.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-03 09:24:13.675874
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
ELEC-day3,19.58,19.57,19.58,288.0,288.0,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-03 09:24:14.721167
