ticker,last_price,bid_price,ask_price,SELL_LETH-T2,SELL_LETH-T1,SELL_LETH-D,SELL_UOTB-T1,SELL_BABS-T1,SELL_LETH-P,SELL_BABS-P,SELL_UOTB-D,BUY_ANON,BUY_LETH-D,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_UOTB-P,BUY_LETH-P,tick,timestamp
ELEC-day2,20.01,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
ELEC-day3,19.57,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
ELEC-day4,20.77,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
ELEC-day5,20.76,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 18:06:37.101704
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-day2,20.01,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-day3,19.57,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-day4,20.77,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-day5,20.76,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 18:06:37.688018
NG,2.05,2.03,2.07,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-day2,20.01,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-day3,19.57,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-day4,20.77,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-day5,20.76,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 18:06:38.775530
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
ELEC-F,65.0,0.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 18:06:39.822596
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 18:06:40.868600
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 18:06:41.906622
NG,2.08,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 18:06:42.950384
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 18:06:44.023630
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 18:06:45.064998
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 18:06:45.768385
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 18:06:46.882943
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 18:06:47.933495
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 18:06:48.984593
NG,2.06,2.04,2.08,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 18:06:50.040430
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 18:06:51.183907
NG,2.05,2.03,2.07,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-day2,20.01,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-day3,19.57,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-day4,20.77,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-day5,20.76,20.76,20.77,364.0,364.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
ELEC-F,65.0,65.0,0.0,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 18:06:51.844051
NG,2.04,2.02,2.06,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-day5,20.76,20.76,20.77,364.0,364.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 18:06:52.922289
NG,2.04,2.02,2.06,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-day5,20.76,20.76,20.77,364.0,364.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 18:06:53.970710
NG,2.03,2.01,2.05,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-day5,20.76,20.76,20.77,364.0,364.0,10.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 18:06:55.021942
NG,2.04,2.02,2.06,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 18:06:56.066348
NG,2.02,2.0,2.04,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 18:06:57.118954
NG,2.01,1.99,2.03,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 18:06:58.213768
NG,2.02,2.0,2.04,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 18:06:58.835013
NG,2.01,1.99,2.03,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 18:06:59.916351
NG,2.02,2.0,2.04,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 18:07:00.978194
NG,2.02,2.0,2.04,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 18:07:02.018273
NG,2.01,1.99,2.03,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-day4,20.77,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-day5,20.76,20.76,20.77,364.0,364.0,15.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-day6,0.0,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
ELEC-F,65.0,65.0,0.0,,,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 18:07:03.064116
NG,2.02,2.0,2.04,800000.0,800000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 18:07:04.112061
ELEC-day2,20.01,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 18:07:04.112061
ELEC-day3,19.57,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 18:07:04.112061
