ticker,last_price,bid_price,ask_price,SELL_CITY-T1,SELL_CITY-D,SELL_CITY-P,BUY_CITY-P,SELL_CITY-T2,SELL_ANON,BUY_ANON,BUY_CITY-T1,BUY_CITY-D,tick,timestamp
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,77,2026-02-03 00:06:13.906666
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,78,2026-02-03 00:06:14.947792
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,79,2026-02-03 00:06:15.977973
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,80,2026-02-03 00:06:17.011223
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,81,2026-02-03 00:06:18.041510
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,82,2026-02-03 00:06:19.072489
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,83,2026-02-03 00:06:20.112848
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,84,2026-02-03 00:06:21.144275
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,85,2026-02-03 00:06:22.178175
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,86,2026-02-03 00:06:23.215435
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,87,2026-02-03 00:06:24.274413
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,88,2026-02-03 00:06:24.856163
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,89,2026-02-03 00:06:25.976552
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,15.0,3.0,89.0,,SUNLIGHT Forecast for DAY 4,The weather forecasts call for between 2 and 4 hours of sunlight tomorrow.
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,90,2026-02-03 00:06:27.003246,,,,,,
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,91,2026-02-03 00:06:28.032717
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,92,2026-02-03 00:06:29.070976
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,93,2026-02-03 00:06:30.100214
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:06:31.130179
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:06:32.160379
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:06:33.186801
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:06:34.219897
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:06:35.256184
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:06:36.287215
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:06:37.323127
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:06:38.442458
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:06:39.024591
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:06:40.065150
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:06:41.094226
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:06:42.119802
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:06:43.157574
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:06:44.190114
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:06:45.216278
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:06:46.245715
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:06:47.279660
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:06:48.310358
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,112,2026-02-03 00:06:49.343537
ELEC-day2,19.15,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:06:49.343537
ELEC-day3,0.0,21.35,21.36,402.0,402.0,0,0,0,0,0,0,0,112,2026-02-03 00:06:49.343537
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:06:49.343537
