ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-3,SELL_WRSW-3,BUY_UEBR-2,BUY_GIOT-3,SELL_WRSW-5,BUY_LUIS-1,SELL_UOTB-2,SELL_DUBL-5,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_WRSW-6,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_WRSW-6,SELL_COLA-3,BUY_WRSW-5,SELL_CNCD-1,BUY_CNCD-1,BUY_COLA-1,BUY_WRSW-4,SELL_UOTB-3,SELL_HECM-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_DUBL-5,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_UEBR-2,SELL_CAMN-1,SELL_WRSW-4,BUY_HECM-3,SELL_BRCH-2,tick,timestamp
WNTR,25.84,25.92,26.02,628.0,1500.0,1409500.0,,1237400.0,6000.0,6000.0,4000.0,770.0,298.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2026-02-06 10:53:11.273203
SPNG,25.37,25.38,25.46,7500.0,1458500.0,679.0,2000.0,4500.0,1509800.0,2000.0,578.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-06 10:53:12.335502
SMMR,24.1,24.1,24.11,1500.0,1690100.0,710.0,2000.0,1500.0,2036900.0,6000.0,,2000.0,210.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-06 10:53:12.335502
ATMN,26.51,26.47,26.51,,2092700.0,,2000.0,6000.0,1392800.0,500.0,623.0,2000.0,5000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-06 10:53:12.335502
WNTR,26.05,25.92,26.05,,1433100.0,628.0,2000.0,,1797800.0,,,4000.0,298.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2026-02-06 10:53:12.335502
SPNG,25.28,25.47,25.54,1500.0,6641.0,2000.0,679.0,1339100.0,2000.0,5000.0,6000.0,591.0,1750700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-06 10:53:13.397183
SMMR,24.12,24.11,24.12,,210.0,,740.0,1669400.0,4000.0,,6000.0,722.0,1920000.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-06 10:53:13.397183
ATMN,26.48,26.48,26.5,4500.0,92.0,,695.0,1225900.0,4000.0,,6000.0,710.0,1392800.0,2000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-06 10:53:13.397183
WNTR,26.05,25.94,25.99,6000.0,,6000.0,746.0,1334600.0,2000.0,3412.0,,770.0,1037000.0,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,2026-02-06 10:53:13.397183
SPNG,25.29,25.3,25.34,2000.0,3000.0,674.0,1763200.0,2000.0,6000.0,679.0,1243100.0,5207.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-06 10:53:14.448146
SMMR,24.07,24.0,24.01,,,,2102200.0,4000.0,1500.0,722.0,1924800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-06 10:53:14.448146
ATMN,26.44,26.48,26.51,4000.0,,710.0,1860400.0,,3000.0,623.0,1741800.0,,26.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-06 10:53:14.448146
WNTR,26.09,26.1,26.12,4000.0,9000.0,746.0,1120600.0,,1500.0,,1867100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2026-02-06 10:53:14.448146
SPNG,25.29,25.31,25.33,9000.0,2000.0,1311100.0,674.0,12000.0,2000.0,696600.0,5207.0,6000.0,679.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-06 10:53:15.507005
SMMR,24.17,24.01,24.17,1500.0,2000.0,1700800.0,646.0,,2000.0,2226000.0,,,,3626.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-06 10:53:15.507005
ATMN,26.64,26.64,26.76,3000.0,2000.0,1460800.0,710.0,1500.0,2000.0,1735800.0,5000.0,,533.0,1096.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-06 10:53:15.507005
WNTR,26.05,25.98,26.05,3000.0,4000.0,1508700.0,,3000.0,,1659200.0,,,672.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2026-02-06 10:53:15.507005
SPNG,25.66,25.66,25.88,1306800.0,9000.0,2000.0,674.0,1500.0,1750700.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-06 10:53:16.595162
SMMR,24.07,24.02,24.07,1363900.0,4500.0,2000.0,740.0,1500.0,2115800.0,8626.0,722.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-06 10:53:16.595162
ATMN,26.3,26.3,26.53,2394100.0,,,,6000.0,1059200.0,,634.0,4000.0,2404.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-06 10:53:16.595162
WNTR,26.05,26.01,26.04,1385700.0,1500.0,6000.0,628.0,1500.0,1370900.0,,770.0,2000.0,1022.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2026-02-06 10:53:16.595162
SPNG,25.61,25.37,25.52,674.0,1500.0,6000.0,2000.0,1647000.0,1425300.0,1500.0,679.0,5521.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-06 10:53:17.694200
SMMR,24.06,24.09,24.12,740.0,4500.0,3000.0,4000.0,1081800.0,2018000.0,1500.0,722.0,,,8626.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-06 10:53:17.694200
ATMN,26.78,26.51,26.71,710.0,3000.0,6000.0,,1776200.0,1651400.0,1500.0,634.0,,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-06 10:53:17.694200
WNTR,25.9,25.98,26.03,628.0,,6000.0,2000.0,1635000.0,1566900.0,1500.0,770.0,5000.0,2000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2026-02-06 10:53:17.694200
SPNG,25.2,25.4,25.42,1500.0,2109900.0,7500.0,1001900.0,679.0,9021.0,2000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-06 10:53:18.751095
SMMR,24.2,24.1,24.12,,1466400.0,,2202100.0,722.0,,,740.0,3000.0,4000.0,8626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-06 10:53:18.751095
ATMN,26.82,26.53,26.81,1500.0,1546500.0,3000.0,1516200.0,,5000.0,,710.0,,,14374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-06 10:53:18.751095
WNTR,25.9,25.99,26.0,1500.0,1548000.0,1500.0,1203800.0,770.0,6022.0,4000.0,628.0,6000.0,2000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2026-02-06 10:53:18.751095
SPNG,25.52,25.37,25.52,6000.0,6000.0,1557300.0,583.0,1644700.0,2500.0,4021.0,2000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:53:19.801391
SMMR,24.12,24.11,24.12,,6000.0,1431500.0,740.0,1994100.0,3500.0,,2000.0,2000.0,8626.0,722.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:53:19.801391
ATMN,26.83,26.66,26.79,6000.0,6000.0,1651900.0,710.0,1416700.0,,5176.0,,,,568.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:53:19.801391
WNTR,26.06,25.99,26.06,1500.0,6000.0,1764500.0,746.0,1900700.0,,292.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2026-02-06 10:53:19.801391
SPNG,25.58,25.38,25.51,9000.0,6000.0,1316100.0,675.0,1500.0,2500.0,679.0,521.0,1444600.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:53:20.345364
SMMR,24.12,24.11,24.12,,6000.0,1530400.0,,,2222.0,722.0,,1994100.0,2000.0,2000.0,8626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:53:20.345364
ATMN,26.52,26.67,26.77,3000.0,6000.0,2027900.0,,6000.0,,568.0,176.0,1216500.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:53:20.345364
WNTR,26.0,25.9,25.96,,6000.0,1784700.0,,3000.0,,,292.0,1584300.0,2000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2026-02-06 10:53:20.345364
SPNG,25.38,25.39,25.49,7295.0,10500.0,675.0,6000.0,652600.0,2000.0,5000.0,7500.0,679.0,1351300.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:53:21.397819
SMMR,24.1,24.09,24.1,8626.0,,740.0,6000.0,1288100.0,4000.0,,,723.0,2006400.0,2000.0,1482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:53:21.397819
ATMN,26.63,26.52,26.62,,4500.0,648.0,6000.0,1761200.0,,8669.0,12000.0,,834000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:53:21.397819
WNTR,25.88,25.87,25.88,,,,500.0,1983500.0,,292.0,4500.0,672.0,1312600.0,2000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2026-02-06 10:53:21.397819
SPNG,25.47,25.28,25.47,2155000.0,2000.0,5000.0,4500.0,1602700.0,590.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:53:22.448700
SMMR,24.07,24.07,24.1,1396600.0,4000.0,,,2031400.0,723.0,6000.0,740.0,8626.0,1482.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:53:22.448700
ATMN,26.83,26.86,26.92,1037000.0,2000.0,,,1571100.0,,6000.0,648.0,5000.0,,,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:53:22.448700
WNTR,26.06,25.91,25.93,1732800.0,2000.0,5511.0,1500.0,1316700.0,,6000.0,,,6000.0,2000.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2026-02-06 10:53:22.448700
SPNG,25.2,25.42,25.79,6000.0,2039000.0,2000.0,3000.0,602.0,1793200.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:53:23.491246
SMMR,24.05,24.05,24.1,,1777500.0,2000.0,1500.0,617.0,1763800.0,8626.0,4000.0,1482.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:53:23.491246
ATMN,26.86,26.88,26.92,6000.0,820200.0,4000.0,,668.0,1812000.0,5000.0,,,12000.0,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:53:23.491246
WNTR,26.06,25.93,26.0,6000.0,1028000.0,2000.0,3000.0,770.0,1668400.0,8346.0,,,4500.0,749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2026-02-06 10:53:23.491246
SPNG,25.08,25.43,25.56,5000.0,4500.0,500.0,663.0,2000.0,1470500.0,9000.0,679.0,1614.0,1137600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:53:24.533669
SMMR,24.07,24.06,24.07,8626.0,3000.0,,740.0,2000.0,1391800.0,4500.0,726.0,,1554300.0,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:53:24.533669
ATMN,26.48,26.36,26.48,,,,,2000.0,2281500.0,1500.0,668.0,,1860100.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:53:24.533669
WNTR,26.07,25.95,25.96,8346.0,6000.0,6000.0,749.0,4000.0,827700.0,1500.0,770.0,,1694700.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:53:24.533669
SPNG,25.77,25.77,25.78,1831000.0,4500.0,500.0,679.0,1500.0,1896100.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:53:25.579573
SMMR,24.07,24.06,24.07,1117900.0,4500.0,,726.0,1500.0,1785800.0,740.0,4000.0,8626.0,4000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:53:25.579573
ATMN,26.64,26.78,26.91,1747300.0,1500.0,,,,2003500.0,648.0,4000.0,5000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:53:25.579573
WNTR,26.07,25.95,25.96,1023500.0,3000.0,6000.0,669.0,1500.0,1677400.0,770.0,4000.0,8346.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:53:25.579573
SPNG,25.08,25.08,25.79,2234900.0,5114.0,1654200.0,679.0,2000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:53:26.621681
SMMR,24.12,24.09,24.12,1774500.0,,2097000.0,620.0,,1500.0,5701.0,2000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:53:26.621681
ATMN,26.68,26.8,26.89,1514300.0,5000.0,1568600.0,668.0,2000.0,6000.0,5000.0,4000.0,,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:53:26.621681
WNTR,25.97,25.92,25.97,1503000.0,,1780200.0,669.0,2000.0,,3346.0,2000.0,,,770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:53:26.621681
SPNG,25.46,25.43,25.54,4500.0,5000.0,6000.0,1590700.0,495.0,679.0,1500.0,6115.0,1553700.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:53:27.666612
SMMR,24.04,24.04,24.12,,1629.0,,2032900.0,740.0,729.0,3000.0,,1788200.0,2000.0,2000.0,2871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:53:27.666612
ATMN,26.89,26.82,26.86,9000.0,5000.0,6000.0,1167800.0,648.0,,7500.0,5214.0,1030000.0,4000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:53:27.666612
WNTR,26.07,26.09,26.12,4500.0,3346.0,6000.0,1223200.0,770.0,,,,1969200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:53:27.666612
SPNG,25.46,25.5,25.52,1455800.0,5000.0,7500.0,495.0,6000.0,6561.0,679.0,1108200.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:53:28.720684
SMMR,24.06,24.05,24.06,1880900.0,5000.0,1500.0,740.0,6000.0,6789.0,729.0,1198700.0,2000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:53:28.720684
ATMN,26.68,26.68,26.75,2121600.0,,,648.0,9000.0,5214.0,710.0,947700.0,2000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:53:28.720684
WNTR,26.14,26.09,26.14,1608300.0,1912.0,3000.0,,,,669.0,1885500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:53:28.720684
SPNG,25.52,25.48,25.51,7500.0,5000.0,6000.0,495.0,1352700.0,6000.0,6561.0,982200.0,4000.0,679.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:53:29.774889
SMMR,24.15,24.15,24.16,3000.0,5000.0,3129.0,740.0,1634300.0,,511.0,1987500.0,2000.0,729.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:53:29.774889
ATMN,26.68,26.69,26.73,4500.0,,6000.0,648.0,1609700.0,9000.0,8714.0,1071800.0,,710.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:53:29.774889
WNTR,26.06,26.01,26.14,7500.0,2342.0,6000.0,749.0,979000.0,,,1966800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:53:29.774889
SPNG,25.47,25.18,25.28,2242000.0,1772400.0,1500.0,679.0,4000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:53:30.823742
SMMR,24.15,24.13,24.14,1760100.0,1872800.0,1500.0,,4000.0,740.0,1500.0,6000.0,5000.0,511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:53:30.823742
ATMN,26.57,26.64,26.8,2216200.0,2024800.0,,,4000.0,,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:53:30.823742
WNTR,25.95,25.96,26.13,1915200.0,1773400.0,3000.0,,,,1500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:53:30.823742
