ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-1,BUY_LUIS-1,tick,timestamp
SPNG,0.0,0.0,0.0,2028700.0,1960700.0,0,0,0,2026-02-04 11:44:39.625790
SMMR,0.0,0.0,0.0,1814100.0,2204400.0,0,0,0,2026-02-04 11:44:39.625790
ATMN,0.0,0.0,0.0,2176300.0,1935400.0,0,0,0,2026-02-04 11:44:39.625790
WNTR,0.0,24.91,0.0,1767000.0,1991100.0,0,0,0,2026-02-04 11:44:39.625790
SPNG,25.16,24.8,25.15,1847200.0,5250.0,2625.0,1871800.0,1,2026-02-04 11:44:40.595207,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.
SMMR,25.03,24.97,25.03,1592700.0,,,2204400.0,1,2026-02-04 11:44:40.595207,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,24.88,24.88,25.08,2071400.0,2625.0,5250.0,1979500.0,1,2026-02-04 11:44:40.595207,,,,,,
WNTR,24.91,24.91,25.03,1873600.0,,,2030100.0,1,2026-02-04 11:44:40.595207,,,,,,
SPNG,24.75,25.02,25.15,1924600.0,2625.0,5250.0,1871800.0,2,2026-02-04 11:44:41.650573
SMMR,25.05,24.95,25.05,1592700.0,,,2184500.0,2,2026-02-04 11:44:41.650573
ATMN,25.09,24.88,25.08,1955800.0,5250.0,2625.0,2078000.0,2,2026-02-04 11:44:41.650573
WNTR,25.04,24.91,25.04,1873600.0,,,2021000.0,2,2026-02-04 11:44:41.650573
SPNG,24.86,24.76,24.86,7875.0,1736300.0,1700100.0,13125.0,3,2026-02-04 11:44:42.486793
SMMR,24.93,24.93,25.05,,1593700.0,2183400.0,,3,2026-02-04 11:44:42.486793
ATMN,25.31,24.89,25.3,10500.0,1720100.0,2042600.0,2625.0,3,2026-02-04 11:44:42.486793
WNTR,25.04,24.9,25.04,,1774100.0,2025800.0,,3,2026-02-04 11:44:42.486793
SPNG,24.86,24.84,24.86,1635600.0,10500.0,1579600.0,15750.0,4,2026-02-04 11:44:43.453661
SMMR,25.05,25.19,25.21,1598400.0,,2158200.0,,4,2026-02-04 11:44:43.453661
ATMN,25.31,24.89,24.96,1500200.0,15750.0,2058300.0,2625.0,4,2026-02-04 11:44:43.453661
WNTR,25.05,24.88,25.05,1659800.0,,2035700.0,,4,2026-02-04 11:44:43.453661
SPNG,25.27,24.89,25.27,1414900.0,15750.0,1755300.0,0,5,2026-02-04 11:44:44.510766
SMMR,25.19,25.19,25.21,1598400.0,,2187800.0,0,5,2026-02-04 11:44:44.510766
ATMN,24.96,24.89,24.92,1512800.0,15750.0,2170100.0,0,5,2026-02-04 11:44:44.510766
WNTR,25.08,24.88,24.98,1659800.0,,2015800.0,0,5,2026-02-04 11:44:44.510766
SPNG,25.27,24.9,25.27,18375.0,1324300.0,1874100.0,0,6,2026-02-04 11:44:45.112178
SMMR,25.19,25.19,25.21,500.0,1598400.0,2219200.0,0,6,2026-02-04 11:44:45.112178
ATMN,24.92,24.89,24.92,18375.0,1401500.0,2170100.0,0,6,2026-02-04 11:44:45.112178
WNTR,24.84,24.84,24.98,500.0,1727700.0,2015800.0,0,6,2026-02-04 11:44:45.112178
SPNG,25.1,24.94,25.1,20000.0,21000.0,1017600.0,2206600.0,0,7,2026-02-04 11:44:46.718966
SMMR,25.21,24.92,25.21,,,1461500.0,2219200.0,0,7,2026-02-04 11:44:46.718966
ATMN,24.88,24.88,25.2,,,2191700.0,2115500.0,0,7,2026-02-04 11:44:46.718966
WNTR,24.95,25.04,25.09,,1500.0,1751200.0,2067200.0,0,7,2026-02-04 11:44:46.718966
SPNG,25.1,25.25,25.27,1625900.0,10500.0,2081100.0,,0,8,2026-02-04 11:44:47.730662
SMMR,25.21,24.84,25.21,1277000.0,,2126000.0,1500.0,0,8,2026-02-04 11:44:47.730662
ATMN,24.89,24.88,24.89,2191100.0,,2013400.0,2625.0,0,8,2026-02-04 11:44:47.730662
WNTR,25.08,25.04,25.08,1841300.0,1000.0,2075100.0,,0,8,2026-02-04 11:44:47.730662
SPNG,25.1,25.25,25.26,1535300.0,13125.0,2625.0,2031000.0,0,9,2026-02-04 11:44:48.362087
SMMR,25.03,25.06,25.21,1407300.0,,1500.0,2146800.0,0,9,2026-02-04 11:44:48.362087
ATMN,24.89,24.88,24.89,2189400.0,,2625.0,2013400.0,0,9,2026-02-04 11:44:48.362087
WNTR,25.04,24.89,24.96,1727700.0,,500.0,2005800.0,0,9,2026-02-04 11:44:48.362087
SPNG,25.27,24.9,25.27,15750.0,1442500.0,2157800.0,,0,10,2026-02-04 11:44:49.143753
SMMR,25.06,24.84,25.02,,1277000.0,2158000.0,1500.0,0,10,2026-02-04 11:44:49.143753
ATMN,24.89,24.88,24.89,,2211300.0,1785100.0,7875.0,0,10,2026-02-04 11:44:49.143753
WNTR,25.01,24.89,25.01,,1843800.0,2009600.0,500.0,0,10,2026-02-04 11:44:49.143753
WNTR,24.32,24.32,24.38,,2122500.0,2006100.0,1300.0,0,0,115,2026-02-04 11:46:34.936937
SPNG,26.62,26.37,26.59,7875.0,1645600.0,1695100.0,7875.0,0,0,116,2026-02-04 11:46:35.743479
SMMR,23.96,23.82,23.96,,2422100.0,2246000.0,,0,0,116,2026-02-04 11:46:35.743479
ATMN,24.15,24.15,24.5,2625.0,2148100.0,1926700.0,7875.0,0,0,116,2026-02-04 11:46:35.743479
WNTR,24.27,24.27,24.38,,2127600.0,2002700.0,1300.0,0,0,116,2026-02-04 11:46:35.743479
SPNG,26.59,26.37,26.58,10500.0,1555800.0,13125.0,1482900.0,0,0,117,2026-02-04 11:46:36.568517
SMMR,23.98,23.82,23.98,,2422100.0,,2268800.0,0,0,117,2026-02-04 11:46:36.568517
ATMN,24.51,24.19,24.51,5250.0,2054500.0,,2288600.0,0,0,117,2026-02-04 11:46:36.568517
WNTR,24.27,24.27,24.38,,2127600.0,1300.0,1995500.0,0,0,117,2026-02-04 11:46:36.568517
SPNG,26.44,26.36,26.44,1931900.0,2014200.0,0,0,0,0,118,2026-02-04 11:46:37.826920
SMMR,23.85,23.85,23.98,2414400.0,2300900.0,0,0,0,0,118,2026-02-04 11:46:37.826920
ATMN,24.36,24.3,24.36,2268800.0,2290600.0,0,0,0,0,118,2026-02-04 11:46:37.826920
WNTR,24.45,24.27,24.36,2127600.0,2112800.0,0,0,0,0,118,2026-02-04 11:46:37.826920
SPNG,26.36,26.36,26.74,1931900.0,2007200.0,0,0,0,0,119,2026-02-04 11:46:38.927684
SMMR,23.82,23.95,23.98,2378500.0,2300900.0,0,0,0,0,119,2026-02-04 11:46:38.927684
ATMN,24.26,24.26,24.36,2254100.0,2260400.0,0,0,0,0,119,2026-02-04 11:46:38.927684
WNTR,24.36,24.24,24.36,2124900.0,2106600.0,0,0,0,0,119,2026-02-04 11:46:38.927684
SPNG,26.31,23.98,23.99,1080500.0,830400.0,0,0,0,0,120,2026-02-04 11:46:40.035478
SMMR,24.13,24.13,24.24,672000.0,668800.0,0,0,0,0,120,2026-02-04 11:46:40.035478
ATMN,26.34,26.34,27.04,779400.0,681800.0,0,0,0,0,120,2026-02-04 11:46:40.035478
WNTR,25.87,25.87,26.13,627900.0,467600.0,0,0,0,0,120,2026-02-04 11:46:40.035478
SPNG,26.31,23.98,23.99,1080500.0,911900.0,0,0,0,0,121,2026-02-04 11:46:40.570174
SMMR,24.14,24.14,24.24,921400.0,875500.0,0,0,0,0,121,2026-02-04 11:46:40.570174
ATMN,27.04,26.34,26.79,907300.0,884900.0,0,0,0,0,121,2026-02-04 11:46:40.570174
WNTR,25.87,25.87,26.1,954800.0,723900.0,0,0,0,0,121,2026-02-04 11:46:40.570174
SPNG,23.98,23.78,23.9,2625.0,983800.0,1263600.0,,0,0,122,2026-02-04 11:46:41.694760
SMMR,24.28,24.42,24.64,,1174900.0,892200.0,,0,0,122,2026-02-04 11:46:41.694760
ATMN,27.04,26.34,26.38,5250.0,907300.0,1224800.0,5250.0,0,0,122,2026-02-04 11:46:41.694760
WNTR,26.1,26.02,26.1,2600.0,1262500.0,723900.0,,0,0,122,2026-02-04 11:46:41.694760
SPNG,23.77,22.46,23.57,1279900.0,2625.0,1379600.0,5250.0,0,0,123,2026-02-04 11:46:42.753980
SMMR,24.42,24.14,24.22,1045600.0,,1375200.0,,0,0,123,2026-02-04 11:46:42.753980
ATMN,26.39,26.34,26.39,907300.0,10500.0,1224100.0,7875.0,0,0,123,2026-02-04 11:46:42.753980
WNTR,26.13,26.27,26.38,1689900.0,,741200.0,,0,0,123,2026-02-04 11:46:42.753980
SPNG,23.77,23.44,23.57,1653100.0,7875.0,1379600.0,10500.0,0,0,124,2026-02-04 11:46:43.802505
SMMR,24.21,24.14,24.2,1279500.0,,1509900.0,,0,0,124,2026-02-04 11:46:43.802505
ATMN,26.34,25.73,26.17,1246100.0,15750.0,1314400.0,13125.0,0,0,124,2026-02-04 11:46:43.802505
WNTR,26.81,26.65,26.81,1877300.0,1300.0,758800.0,,0,0,124,2026-02-04 11:46:43.802505
SPNG,23.57,23.7,23.9,1813300.0,13125.0,15750.0,1153300.0,0,0,125,2026-02-04 11:46:44.997180
SMMR,24.22,24.12,24.22,1294800.0,,,1375200.0,0,0,125,2026-02-04 11:46:44.997180
ATMN,26.17,26.28,26.39,1350500.0,18375.0,15750.0,1408800.0,0,0,125,2026-02-04 11:46:44.997180
WNTR,26.8,26.8,26.85,1964600.0,1300.0,,851000.0,0,0,125,2026-02-04 11:46:44.997180
SPNG,23.9,23.91,23.98,1701200.0,15750.0,15750.0,1375900.0,0,0,126,2026-02-04 11:46:45.852432
SMMR,24.22,24.18,24.22,1549800.0,,,1375200.0,0,0,126,2026-02-04 11:46:45.852432
ATMN,26.28,26.28,26.36,1350500.0,15750.0,15750.0,1410800.0,0,0,126,2026-02-04 11:46:45.852432
WNTR,26.8,26.7,26.76,1932300.0,1300.0,,851000.0,0,0,126,2026-02-04 11:46:45.852432
SPNG,23.7,23.96,23.98,1950100.0,10500.0,15750.0,1375900.0,0,0,127,2026-02-04 11:46:46.982565
SMMR,24.34,24.18,24.34,1656900.0,,,1504400.0,0,0,127,2026-02-04 11:46:46.982565
ATMN,26.13,25.94,26.13,1477300.0,18375.0,15750.0,1405800.0,0,0,127,2026-02-04 11:46:46.982565
WNTR,26.85,26.81,26.85,1914100.0,1300.0,,822100.0,0,0,127,2026-02-04 11:46:46.982565
SPNG,23.96,23.96,23.97,2237200.0,2625.0,1489900.0,15750.0,0,0,128,2026-02-04 11:46:47.644095
SMMR,24.34,24.43,24.5,1791200.0,,1505900.0,,0,0,128,2026-02-04 11:46:47.644095
ATMN,26.13,26.09,26.13,1604700.0,15750.0,1405800.0,15750.0,0,0,128,2026-02-04 11:46:47.644095
WNTR,27.05,26.81,27.04,1914100.0,1300.0,899400.0,,0,0,128,2026-02-04 11:46:47.644095
SPNG,23.44,23.53,23.92,2095200.0,1528400.0,15750.0,,0,0,129,2026-02-04 11:46:48.844105
SMMR,24.43,24.18,24.19,1656900.0,1983400.0,,,0,0,129,2026-02-04 11:46:48.844105
ATMN,26.36,26.12,26.35,1586500.0,1593000.0,10500.0,15750.0,0,0,129,2026-02-04 11:46:48.844105
WNTR,26.89,26.81,26.89,1929400.0,1189300.0,,1300.0,0,0,129,2026-02-04 11:46:48.844105
SPNG,23.97,23.53,23.6,2095200.0,1626100.0,13125.0,,0,0,130,2026-02-04 11:46:49.980457
SMMR,24.21,24.18,24.19,1795400.0,1996900.0,,,0,0,130,2026-02-04 11:46:49.980457
ATMN,26.11,26.12,26.36,1679100.0,1593000.0,,13125.0,0,0,130,2026-02-04 11:46:49.980457
WNTR,26.84,26.85,26.89,1925000.0,1174100.0,,1300.0,0,0,130,2026-02-04 11:46:49.980457
SPNG,23.53,23.53,23.96,2095200.0,2625.0,15750.0,1517900.0,0,0,131,2026-02-04 11:46:50.678617
SMMR,24.39,24.18,24.32,1795400.0,,,1986100.0,0,0,131,2026-02-04 11:46:50.678617
ATMN,26.36,26.38,26.39,1459000.0,18375.0,5250.0,1594800.0,0,0,131,2026-02-04 11:46:50.678617
WNTR,26.91,26.85,26.91,1955500.0,1300.0,,1066200.0,0,0,131,2026-02-04 11:46:50.678617
SPNG,23.69,23.69,23.96,2019000.0,7875.0,15750.0,1517900.0,0,0,132,2026-02-04 11:46:51.745763
SMMR,24.13,24.13,24.32,1800000.0,,,1986100.0,0,0,132,2026-02-04 11:46:51.745763
ATMN,26.38,26.19,26.22,1443000.0,18375.0,7875.0,1708400.0,0,0,132,2026-02-04 11:46:51.745763
WNTR,26.76,26.79,26.91,1941100.0,1300.0,,1066200.0,0,0,132,2026-02-04 11:46:51.745763
SPNG,23.28,23.5,23.96,2354300.0,21000.0,1313700.0,,0,0,133,2026-02-04 11:46:52.872017
SMMR,24.41,24.44,24.45,2036500.0,,1821300.0,,0,0,133,2026-02-04 11:46:52.872017
ATMN,26.38,26.19,26.22,1403700.0,2625.0,1483500.0,18375.0,0,0,133,2026-02-04 11:46:52.872017
WNTR,26.76,26.79,26.91,1941100.0,,1513100.0,1300.0,0,0,133,2026-02-04 11:46:52.872017
SPNG,23.9,23.5,23.84,2253500.0,1247200.0,23625.0,,0,0,134,2026-02-04 11:46:54.050305
SMMR,24.38,24.38,24.45,1911300.0,2126800.0,,,0,0,134,2026-02-04 11:46:54.050305
ATMN,26.56,26.36,26.56,1204600.0,1482300.0,,23625.0,0,0,134,2026-02-04 11:46:54.050305
WNTR,26.81,26.88,26.9,1941100.0,1719700.0,,1300.0,0,0,134,2026-02-04 11:46:54.050305
SPNG,23.76,23.51,23.73,5250.0,2253500.0,2122100.0,0,0,0,135,2026-02-04 11:46:55.094497
SMMR,24.45,24.13,24.45,1000.0,1800000.0,2275300.0,0,0,0,135,2026-02-04 11:46:55.094497
ATMN,26.36,26.36,26.39,26250.0,1100200.0,1710800.0,0,0,0,135,2026-02-04 11:46:55.094497
WNTR,26.88,26.79,26.81,2300.0,1741900.0,1808500.0,0,0,0,135,2026-02-04 11:46:55.094497
SPNG,23.69,23.51,23.69,10500.0,1966400.0,1987400.0,0,0,0,136,2026-02-04 11:46:56.585879
SMMR,24.45,24.23,24.26,1500.0,2072100.0,2290400.0,0,0,0,136,2026-02-04 11:46:56.585879
ATMN,26.18,26.19,26.39,2625.0,2086100.0,1710800.0,0,0,0,136,2026-02-04 11:46:56.585879
WNTR,26.76,26.76,26.81,1300.0,1928400.0,1837600.0,0,0,0,136,2026-02-04 11:46:56.585879
SPNG,23.69,23.51,23.69,13125.0,1775600.0,1987400.0,,0,0,137,2026-02-04 11:46:57.493352
SMMR,24.26,24.23,24.26,,2304400.0,2290400.0,,0,0,137,2026-02-04 11:46:57.493352
ATMN,26.17,26.17,26.38,,2180200.0,1710800.0,2625.0,0,0,137,2026-02-04 11:46:57.493352
WNTR,26.76,26.72,26.75,,1980100.0,1795100.0,1500.0,0,0,137,2026-02-04 11:46:57.493352
SPNG,23.76,23.76,23.97,1652700.0,15750.0,1874900.0,,0,0,138,2026-02-04 11:46:58.600445
SMMR,24.26,24.26,24.45,2443400.0,,2300500.0,,0,0,138,2026-02-04 11:46:58.600445
ATMN,26.14,26.2,26.38,2199300.0,,1702000.0,7875.0,0,0,138,2026-02-04 11:46:58.600445
WNTR,26.7,26.7,26.75,2000900.0,,1795100.0,1500.0,0,0,138,2026-02-04 11:46:58.600445
SPNG,23.76,23.51,23.64,21000.0,1425200.0,2082200.0,,0,0,139,2026-02-04 11:46:59.328648
SMMR,24.26,24.3,24.45,,2419000.0,2293200.0,,0,0,139,2026-02-04 11:46:59.328648
ATMN,26.39,26.21,26.38,2625.0,2059500.0,1710800.0,5250.0,0,0,139,2026-02-04 11:46:59.328648
WNTR,26.76,26.82,26.85,,2013000.0,1840100.0,,0,0,139,2026-02-04 11:46:59.328648
SPNG,23.97,23.51,23.97,21000.0,1425200.0,2074000.0,,0,0,140,2026-02-04 11:47:00.028024
SMMR,24.26,24.26,24.29,,2443400.0,2312200.0,,0,0,140,2026-02-04 11:47:00.028024
ATMN,26.39,26.36,26.38,5250.0,1978400.0,1710800.0,7875.0,0,0,140,2026-02-04 11:47:00.028024
WNTR,26.7,26.68,26.7,,2031900.0,1856500.0,,0,0,140,2026-02-04 11:47:00.028024
SPNG,23.97,23.51,23.75,23625.0,1297800.0,2092600.0,,0,0,141,2026-02-04 11:47:00.970952
SMMR,24.23,24.28,24.29,,2426300.0,2312200.0,,0,0,141,2026-02-04 11:47:00.970952
ATMN,26.39,26.37,26.38,7875.0,1864300.0,1624700.0,10500.0,0,0,141,2026-02-04 11:47:00.970952
WNTR,26.7,26.75,26.85,1500.0,1894200.0,1840100.0,,0,0,141,2026-02-04 11:47:00.970952
SPNG,23.5,23.51,23.97,2625.0,2243900.0,1970400.0,0,0,0,142,2026-02-04 11:47:02.058868
SMMR,24.45,24.28,24.45,500.0,2280700.0,2315200.0,0,0,0,142,2026-02-04 11:47:02.058868
ATMN,26.38,26.37,26.38,7875.0,1890700.0,2006400.0,0,0,0,142,2026-02-04 11:47:02.058868
WNTR,26.68,26.75,26.77,2000.0,1811900.0,1884100.0,0,0,0,142,2026-02-04 11:47:02.058868
SPNG,23.5,23.5,23.95,2366000.0,1912700.0,5250.0,,0,0,143,2026-02-04 11:47:03.100420
SMMR,24.45,24.28,24.41,2138900.0,2282500.0,,1000.0,0,0,143,2026-02-04 11:47:03.100420
ATMN,26.36,26.21,26.26,1773100.0,1830700.0,5250.0,10500.0,0,0,143,2026-02-04 11:47:03.100420
WNTR,26.67,26.67,26.76,2033600.0,1941500.0,,,0,0,143,2026-02-04 11:47:03.100420
SPNG,23.95,23.49,23.95,2350500.0,1806000.0,7875.0,,0,0,144,2026-02-04 11:47:04.169135
SMMR,24.28,24.23,24.28,2424300.0,2296300.0,,,0,0,144,2026-02-04 11:47:04.169135
ATMN,26.26,26.24,26.26,1572300.0,1727400.0,7875.0,15750.0,0,0,144,2026-02-04 11:47:04.169135
WNTR,26.76,26.67,26.76,2026100.0,1848300.0,2000.0,,0,0,144,2026-02-04 11:47:04.169135
SPNG,23.46,23.46,23.95,2397100.0,1724900.0,10500.0,,0,0,145,2026-02-04 11:47:04.725184
SMMR,24.28,24.35,24.41,2412700.0,2282500.0,,,0,0,145,2026-02-04 11:47:04.725184
ATMN,26.26,26.36,26.38,1444000.0,1610900.0,10500.0,18375.0,0,0,145,2026-02-04 11:47:04.725184
WNTR,26.77,26.81,26.84,2053300.0,1920100.0,,,0,0,145,2026-02-04 11:47:04.725184
SPNG,23.6,23.6,23.61,2386500.0,1737000.0,10500.0,,0,0,146,2026-02-04 11:47:05.760308
SMMR,24.28,24.28,24.41,2396600.0,2278400.0,,,0,0,146,2026-02-04 11:47:05.760308
ATMN,26.39,26.36,26.39,1565800.0,1891900.0,,15750.0,0,0,146,2026-02-04 11:47:05.760308
WNTR,26.84,26.67,26.84,1926200.0,1837000.0,2000.0,2000.0,0,0,146,2026-02-04 11:47:05.760308
SPNG,23.46,23.46,23.7,2399800.0,1608800.0,13125.0,,0,0,147,2026-02-04 11:47:06.795169
SMMR,24.23,24.28,24.41,2265300.0,2298400.0,,500.0,0,0,147,2026-02-04 11:47:06.795169
ATMN,26.47,26.37,26.47,1359200.0,1859700.0,,21000.0,0,0,147,2026-02-04 11:47:06.795169
WNTR,26.76,26.67,26.76,1738300.0,1919000.0,,4500.0,0,0,147,2026-02-04 11:47:06.795169
SPNG,23.44,23.44,23.7,2409200.0,1506400.0,15750.0,,0,0,148,2026-02-04 11:47:07.833942
SMMR,24.23,24.28,24.41,2265300.0,2253200.0,,500.0,0,0,148,2026-02-04 11:47:07.833942
ATMN,26.36,26.36,26.63,1462900.0,1670600.0,,18375.0,0,0,148,2026-02-04 11:47:07.833942
WNTR,26.66,26.67,26.71,1948600.0,1887900.0,,2000.0,0,0,148,2026-02-04 11:47:07.833942
SPNG,23.44,23.58,23.7,2337200.0,1462600.0,15750.0,,0,0,149,2026-02-04 11:47:08.943552
SMMR,24.28,24.23,24.28,2407100.0,2255200.0,,,0,0,149,2026-02-04 11:47:08.943552
ATMN,26.34,26.34,26.51,1694600.0,1906000.0,,13125.0,0,0,149,2026-02-04 11:47:08.943552
WNTR,26.67,26.66,26.67,2054800.0,1785500.0,2500.0,,0,0,149,2026-02-04 11:47:08.943552
SPNG,23.7,23.71,23.77,2333800.0,1498100.0,15750.0,,0,0,150,2026-02-04 11:47:10.076367
SMMR,24.22,24.22,24.26,2415400.0,2106900.0,500.0,,0,0,150,2026-02-04 11:47:10.076367
ATMN,26.32,26.32,26.36,1782500.0,1938600.0,2625.0,10500.0,0,0,150,2026-02-04 11:47:10.076367
WNTR,26.64,26.64,26.67,2103000.0,1785500.0,4500.0,,0,0,150,2026-02-04 11:47:10.076367
SPNG,23.77,23.44,23.77,2351500.0,1598900.0,13125.0,,0,0,151,2026-02-04 11:47:11.120124
SMMR,24.28,24.32,24.41,2380900.0,2229000.0,,,0,0,151,2026-02-04 11:47:11.120124
ATMN,26.24,26.24,26.25,1786200.0,1817100.0,5250.0,10500.0,0,0,151,2026-02-04 11:47:11.120124
WNTR,26.64,26.57,26.6,2116900.0,1620100.0,9500.0,,0,0,151,2026-02-04 11:47:11.120124
SPNG,23.57,23.57,23.62,2232900.0,2625.0,1539300.0,15750.0,0,0,152,2026-02-04 11:47:12.157894
SMMR,24.21,24.18,24.21,2408600.0,,2224600.0,,0,0,152,2026-02-04 11:47:12.157894
ATMN,26.37,26.24,26.28,1687900.0,13125.0,1914200.0,2625.0,0,0,152,2026-02-04 11:47:12.157894
WNTR,26.57,26.57,26.6,2110500.0,,1707000.0,9000.0,0,0,152,2026-02-04 11:47:12.157894
SPNG,23.57,23.57,23.61,2110700.0,5250.0,15750.0,1534800.0,0,0,153,2026-02-04 11:47:12.717433
SMMR,24.21,24.18,24.21,2372100.0,,,2239100.0,0,0,153,2026-02-04 11:47:12.717433
ATMN,26.37,26.24,26.37,1570800.0,15750.0,5250.0,1828600.0,0,0,153,2026-02-04 11:47:12.717433
WNTR,26.54,26.54,26.6,2106600.0,,9000.0,1707000.0,0,0,153,2026-02-04 11:47:12.717433
SPNG,23.62,23.57,23.62,2024900.0,7875.0,1534800.0,15750.0,0,0,154,2026-02-04 11:47:13.785698
SMMR,24.18,24.18,24.21,2324200.0,,2232100.0,,0,0,154,2026-02-04 11:47:13.785698
ATMN,26.22,26.25,26.5,1561900.0,15750.0,1715200.0,7875.0,0,0,154,2026-02-04 11:47:13.785698
WNTR,26.6,26.54,26.59,2089600.0,,1795400.0,4500.0,0,0,154,2026-02-04 11:47:13.785698
SPNG,23.38,23.49,23.62,2392000.0,1315400.0,21000.0,,0,0,155,2026-02-04 11:47:14.909913
SMMR,24.15,24.15,24.21,2394000.0,2115600.0,500.0,,0,0,155,2026-02-04 11:47:14.909913
ATMN,26.22,26.44,26.5,1427200.0,1622300.0,10500.0,18375.0,0,0,155,2026-02-04 11:47:14.909913
WNTR,26.59,26.34,26.59,2092900.0,1624600.0,9500.0,,0,0,155,2026-02-04 11:47:14.909913
SPNG,23.49,23.49,23.75,2271800.0,2625.0,1634600.0,13125.0,0,0,156,2026-02-04 11:47:15.969109
SMMR,24.15,24.15,24.25,2394000.0,,2235600.0,,0,0,156,2026-02-04 11:47:15.969109
ATMN,26.44,26.25,26.37,1436600.0,18375.0,1514700.0,13125.0,0,0,156,2026-02-04 11:47:15.969109
WNTR,26.59,26.49,26.59,2051400.0,,1740800.0,9000.0,0,0,156,2026-02-04 11:47:15.969109
SPNG,23.49,23.49,23.75,2152000.0,5250.0,1512800.0,15750.0,0,0,157,2026-02-04 11:47:17.034375
SMMR,24.25,24.32,24.41,2230700.0,1500.0,2275600.0,,0,0,157,2026-02-04 11:47:17.034375
ATMN,26.51,26.25,26.5,1436600.0,18375.0,1908800.0,2625.0,0,0,157,2026-02-04 11:47:17.034375
WNTR,26.59,26.57,26.59,2074800.0,,1829100.0,4500.0,0,0,157,2026-02-04 11:47:17.034375
SPNG,23.38,23.38,23.58,2128300.0,5250.0,2154000.0,0,0,0,158,2026-02-04 11:47:18.087294
SMMR,24.28,24.36,24.41,2365100.0,,2302300.0,0,0,0,158,2026-02-04 11:47:18.087294
ATMN,26.2,26.2,26.51,2199800.0,,2018800.0,0,0,0,158,2026-02-04 11:47:18.087294
WNTR,26.59,26.57,26.59,2074800.0,,1908100.0,0,0,0,158,2026-02-04 11:47:18.087294
SPNG,23.47,23.39,23.47,15750.0,1648900.0,2177300.0,0,0,0,159,2026-02-04 11:47:19.211888
SMMR,24.36,24.4,24.41,,2339900.0,2293300.0,0,0,0,159,2026-02-04 11:47:19.211888
ATMN,26.65,26.35,26.65,,2222200.0,1933700.0,0,0,0,159,2026-02-04 11:47:19.211888
WNTR,26.57,26.57,26.61,4500.0,1975900.0,1902600.0,0,0,0,159,2026-02-04 11:47:19.211888
SPNG,23.47,23.4,23.47,1627800.0,15750.0,2177300.0,,0,0,160,2026-02-04 11:47:19.820672
SMMR,24.4,24.23,24.32,2377600.0,,2282600.0,,0,0,160,2026-02-04 11:47:19.820672
ATMN,26.35,26.35,26.65,2109900.0,2625.0,1838300.0,2625.0,0,0,160,2026-02-04 11:47:19.820672
WNTR,26.64,26.57,26.64,1890700.0,9000.0,1866000.0,,0,0,160,2026-02-04 11:47:19.820672
SPNG,23.58,23.74,23.84,1638200.0,15750.0,2147600.0,,0,0,161,2026-02-04 11:47:20.866474
SMMR,24.4,24.23,24.3,2377600.0,,2272200.0,,0,0,161,2026-02-04 11:47:20.866474
ATMN,26.38,26.35,26.37,1891800.0,7875.0,1637500.0,7875.0,0,0,161,2026-02-04 11:47:20.866474
WNTR,26.72,26.57,26.69,1897900.0,9000.0,1901700.0,,0,0,161,2026-02-04 11:47:20.866474
SPNG,23.55,23.55,23.75,1629600.0,15750.0,2134700.0,,0,0,162,2026-02-04 11:47:21.909131
SMMR,24.15,24.15,24.23,2394000.0,,2279500.0,,0,0,162,2026-02-04 11:47:21.909131
ATMN,26.25,26.36,26.65,1752400.0,10500.0,1638100.0,7875.0,0,0,162,2026-02-04 11:47:21.909131
WNTR,26.7,26.57,26.7,1897900.0,9000.0,1899500.0,,0,0,162,2026-02-04 11:47:21.909131
SPNG,23.4,23.4,23.75,1761600.0,13125.0,1925100.0,5250.0,0,0,163,2026-02-04 11:47:22.944830
SMMR,24.15,24.15,24.23,2394000.0,,2313100.0,,0,0,163,2026-02-04 11:47:22.944830
ATMN,26.36,26.21,26.31,1555100.0,15750.0,1430800.0,13125.0,0,0,163,2026-02-04 11:47:22.944830
WNTR,26.52,26.52,26.7,2128100.0,,1911500.0,,0,0,163,2026-02-04 11:47:22.944830
SPNG,23.77,23.38,23.77,2341400.0,1859800.0,7875.0,,0,0,164,2026-02-04 11:47:24.006554
SMMR,24.25,24.19,24.25,2337800.0,2293600.0,,,0,0,164,2026-02-04 11:47:24.006554
ATMN,26.36,26.21,26.31,1558300.0,1340500.0,15750.0,15750.0,0,0,164,2026-02-04 11:47:24.006554
WNTR,26.74,26.52,26.7,2128100.0,1808800.0,4500.0,,0,0,164,2026-02-04 11:47:24.006554
SPNG,23.38,23.38,23.49,2365500.0,2171400.0,0,0,0,0,165,2026-02-04 11:47:25.122552
SMMR,24.28,24.19,24.28,2337800.0,2278400.0,0,0,0,0,165,2026-02-04 11:47:25.122552
ATMN,26.2,26.2,26.65,2218200.0,1923900.0,0,0,0,0,165,2026-02-04 11:47:25.122552
WNTR,26.48,26.51,26.65,2124100.0,1911800.0,0,0,0,0,165,2026-02-04 11:47:25.122552
