ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CALG-1,BUY_UEBR-1,BUY_BRCH-1,BUY_LAVL-1,SELL_CHUL-2,SELL_GIOT-3,SELL_CHUL-4,BUY_CHUL-4,SELL_CHUL-3,BUY_CALG-1,SELL_ZUAI-3,BUY_WRSW-4,SELL_LUIS-1,SELL_WRSW-4,SELL_NAIT-4,BUY_CHUL-2,SELL_CHUL-1,BUY_WRSW-1,BUY_CHUL-1,SELL_LAVL-1,BUY_GIOT-3,SELL_UEBR-1,SELL_WRSW-1,BUY_WRSW-3,SELL_WRSW-3,BUY_NAIT-4,SELL_CALG-6,SELL_COLA-1,BUY_CALG-6,BUY_COLA-1,SELL_BRCH-1,BUY_ZUAI-3,BUY_CHUL-3,BUY_LUIS-1,tick,timestamp
WNTR,24.87,25.05,25.06,,2381600.0,2263500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-07 08:04:05.042704
SPNG,25.11,25.11,25.13,1714600.0,1370.0,1897600.0,1290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-07 08:04:06.116751
SMMR,24.93,24.93,24.96,2121100.0,,2030700.0,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-07 08:04:06.116751
ATMN,25.22,25.17,25.22,1140500.0,4850.0,1825400.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-07 08:04:06.116751
WNTR,25.05,25.05,25.07,2357400.0,,2263500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-07 08:04:06.116751
SPNG,24.68,24.94,25.13,2111700.0,1979700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-07 08:04:07.187752
SMMR,24.98,24.98,25.1,2121600.0,2119200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-07 08:04:07.187752
ATMN,25.22,25.18,25.22,2174400.0,2320000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-07 08:04:07.187752
WNTR,25.06,25.06,25.07,2368700.0,2248800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-07 08:04:07.187752
SPNG,24.64,24.64,25.13,2094800.0,1979700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-07 08:04:08.234684
SMMR,24.98,24.98,25.23,2128200.0,2117000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-07 08:04:08.234684
ATMN,25.62,25.49,25.62,2143700.0,2307400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-07 08:04:08.234684
WNTR,25.05,25.05,25.07,2369900.0,2226600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-07 08:04:08.234684
SPNG,24.67,24.65,24.67,500.0,2009600.0,1901300.0,585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-07 08:04:09.326951
SMMR,24.98,24.97,24.98,,2129200.0,2053900.0,675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-07 08:04:09.326951
ATMN,25.22,25.19,25.21,1000.0,2078500.0,2143000.0,1330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-07 08:04:09.326951
WNTR,25.09,24.97,25.09,,2365200.0,2232700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-07 08:04:09.326951
SPNG,24.67,24.9,24.93,1030.0,916400.0,753800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-07 08:04:09.898805
SMMR,25.8,25.8,26.1,540.0,871600.0,737100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-07 08:04:09.898805
ATMN,25.53,25.61,25.89,780.0,884900.0,857900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-07 08:04:09.898805
WNTR,25.92,25.19,25.69,,820600.0,822500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-07 08:04:09.898805
SPNG,24.35,24.37,24.67,1660.0,933000.0,1031000.0,3350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-07 08:04:11.005984
SMMR,25.89,25.82,25.89,625.0,964300.0,843900.0,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-07 08:04:11.005984
ATMN,25.53,25.62,25.72,1850.0,884900.0,1182100.0,1860.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-07 08:04:11.005984
WNTR,25.09,25.09,25.12,,1056700.0,1056200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-07 08:04:11.005984
SPNG,24.35,24.4,24.43,415.0,6672.0,933000.0,1427500.0,6672.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-07 08:04:12.056122
SMMR,25.88,25.84,25.85,3125.0,9007.0,1067500.0,843900.0,6990.0,1750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-07 08:04:12.056122
ATMN,25.65,25.64,25.65,780.0,6831.0,902200.0,1285200.0,,2210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-07 08:04:12.056122
WNTR,25.09,25.1,25.11,,9882.0,1300600.0,1164700.0,9377.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-07 08:04:12.056122
SPNG,23.89,24.31,24.4,1450.0,1088600.0,3900.0,1427500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-07 08:04:13.129952
SMMR,25.8,25.8,26.06,,967500.0,820.0,952200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-07 08:04:13.129952
ATMN,25.65,25.64,25.65,1750.0,1277500.0,3240.0,1390900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-07 08:04:13.129952
WNTR,25.2,25.09,25.12,,1200600.0,,1184100.0,629.0,1258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-07 08:04:13.129952
SPNG,24.25,23.67,24.2,900.0,1081500.0,5620.0,1395300.0,5528.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-07 08:04:14.182091
SMMR,25.79,25.91,25.94,,957200.0,2800.0,1043900.0,4174.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-07 08:04:14.182091
ATMN,25.52,25.63,25.65,1430.0,1295100.0,3240.0,1498600.0,629.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-07 08:04:14.182091
WNTR,25.13,25.06,25.13,,1100300.0,,1184100.0,,441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-07 08:04:14.182091
SPNG,24.28,24.29,24.4,3200.0,1537800.0,3900.0,1525800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-07 08:04:15.259962
SMMR,25.79,25.72,25.77,,1009200.0,6760.0,1245100.0,3545.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-07 08:04:15.259962
ATMN,25.63,25.63,25.73,2080.0,1402300.0,930.0,1484100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-07 08:04:15.259962
WNTR,24.9,24.95,25.11,,1095300.0,,1298500.0,2353.0,4706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-07 08:04:15.259962
SPNG,23.97,24.37,24.67,1529200.0,1435000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-07 08:04:15.833633
SMMR,25.78,25.93,26.0,1091300.0,1215800.0,2353.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-07 08:04:15.833633
ATMN,25.78,25.67,25.78,1402300.0,1516200.0,4706.0,1260.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-07 08:04:15.833633
WNTR,24.9,25.02,25.11,1443700.0,1298500.0,4706.0,,2353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-07 08:04:15.833633
SPNG,23.97,24.39,24.65,8249.0,1529200.0,8249.0,1783100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-07 08:04:16.907342
SMMR,25.72,25.72,25.73,2353.0,1123000.0,,1302600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-07 08:04:16.907342
ATMN,25.72,25.67,25.72,4706.0,1402300.0,7807.0,1839800.0,1260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-07 08:04:16.907342
WNTR,24.97,24.97,25.11,4706.0,1320200.0,2353.0,1298500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-07 08:04:16.907342
SPNG,24.37,24.22,24.3,1771900.0,1640.0,1824000.0,12285.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-07 08:04:17.969477
SMMR,25.72,25.72,25.73,1456700.0,1000.0,1410000.0,,8294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-07 08:04:17.969477
ATMN,25.76,25.53,25.76,1284700.0,1190.0,1834500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-07 08:04:17.969477
WNTR,25.23,24.97,25.23,1543200.0,,1162400.0,,4706.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-07 08:04:17.969477
SPNG,24.67,24.23,24.45,1366.0,1873600.0,1873700.0,530.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-07 08:04:19.074515
SMMR,25.72,25.72,25.73,14346.0,1578100.0,1511500.0,500.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-07 08:04:19.074515
ATMN,25.35,25.46,25.58,,1296700.0,1729700.0,3350.0,470.0,7609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-07 08:04:19.074515
WNTR,25.23,25.05,25.06,7059.0,1803900.0,1260100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-07 08:04:19.074515
SPNG,24.26,24.26,24.31,1951100.0,11366.0,870.0,1430.0,1512900.0,1031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-07 08:04:20.119281
SMMR,25.9,25.73,25.75,1665200.0,14346.0,1670.0,560.0,1425700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-07 08:04:20.119281
ATMN,25.6,25.69,25.73,1566600.0,6158.0,470.0,1110.0,1834500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-07 08:04:20.119281
WNTR,25.27,25.05,25.27,1901900.0,,,,1053900.0,9666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-07 08:04:20.119281
SPNG,24.22,24.22,24.31,2219000.0,1430.0,1518600.0,773.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-07 08:04:21.201819
SMMR,25.75,25.85,25.93,1762000.0,2630.0,1414300.0,5777.0,3940.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-07 08:04:21.201819
ATMN,25.76,25.46,25.73,1542900.0,1460.0,1834500.0,100.0,1370.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-07 08:04:21.201819
WNTR,25.04,25.06,25.12,1901900.0,,1514900.0,18941.0,,7059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-07 08:04:21.201819
SPNG,24.45,24.3,24.45,10100.0,1981100.0,1924100.0,530.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-07 08:04:22.256820
SMMR,25.66,25.77,25.93,9625.0,1743400.0,1414300.0,2630.0,5877.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-07 08:04:22.256820
ATMN,25.76,25.62,25.71,4703.0,1751100.0,1636800.0,2190.0,200.0,2640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-07 08:04:22.256820
WNTR,25.03,24.99,25.03,,1775200.0,1722100.0,,26000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-07 08:04:22.256820
SPNG,24.35,24.35,24.43,1100.0,1871800.0,100.0,3530.0,1718000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-07 08:04:23.349492
SMMR,25.94,25.82,25.83,600.0,1711800.0,12085.0,3810.0,1417600.0,11454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-07 08:04:23.349492
ATMN,25.78,25.65,25.78,5180.0,1441300.0,4803.0,,1931000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-07 08:04:23.349492
WNTR,25.09,25.01,25.09,,2003200.0,7059.0,,1622800.0,18941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-07 08:04:23.349492
SPNG,24.61,24.35,24.6,1100.0,1871800.0,100.0,830.0,1849500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-07 08:04:23.936176
SMMR,25.94,25.82,25.83,900.0,1577000.0,12085.0,3810.0,1417600.0,11454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-07 08:04:23.936176
ATMN,25.78,25.71,25.78,9180.0,1231700.0,4803.0,,2023400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-07 08:04:23.936176
WNTR,25.09,25.1,25.12,,2235600.0,7059.0,,1514900.0,18941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-07 08:04:23.936176
SPNG,24.04,24.02,24.04,2242900.0,1933700.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-07 08:04:24.974382
SMMR,25.95,25.77,25.95,1920600.0,1317300.0,5777.0,9625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-07 08:04:24.974382
ATMN,25.78,25.72,25.77,1978900.0,2033500.0,100.0,4903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-07 08:04:24.974382
WNTR,25.08,25.08,25.23,2124900.0,1390800.0,9666.0,7059.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-07 08:04:24.974382
SPNG,24.61,24.02,24.61,2233100.0,100.0,2060100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-07 08:04:26.040562
SMMR,25.77,25.8,25.94,2014200.0,6110.0,1534100.0,4921.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-07 08:04:26.040562
ATMN,25.76,25.83,25.89,2070300.0,,2146200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-07 08:04:26.040562
WNTR,25.25,25.0,25.25,1797600.0,7059.0,1259800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-07 08:04:26.040562
SPNG,23.97,23.97,24.55,2343600.0,9916.0,1941800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-07 08:04:27.081902
SMMR,25.77,25.82,25.87,1894000.0,10265.0,1843300.0,15735.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-07 08:04:27.081902
ATMN,25.89,25.84,25.85,2161200.0,,2135900.0,6003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-07 08:04:27.081902
WNTR,24.94,24.94,25.0,1673700.0,10000.0,1643300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-07 08:04:27.081902
SPNG,24.36,24.01,24.34,2500.0,1920500.0,2000.0,1735000.0,9916.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-07 08:04:28.118477
SMMR,25.85,25.77,25.83,,2029100.0,,1731400.0,20265.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-07 08:04:28.118477
ATMN,25.89,25.84,25.85,1000.0,2022900.0,1000.0,1937200.0,2605.0,6003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-07 08:04:28.118477
WNTR,24.91,24.91,24.96,,1883000.0,,1643300.0,20000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-07 08:04:28.118477
SPNG,23.97,23.98,24.31,300.0,2130700.0,4000.0,10800.0,1438400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-07 08:04:29.155628
SMMR,25.66,25.72,25.81,560.0,1870600.0,2610.0,20265.0,1533600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-07 08:04:29.155628
ATMN,25.85,25.61,25.84,440.0,1980900.0,1560.0,2605.0,1928300.0,9574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-07 08:04:29.155628
WNTR,25.05,24.91,25.05,,2025000.0,,,1516100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-07 08:04:29.155628
SPNG,24.36,24.42,24.43,1800.0,2018100.0,1923100.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-07 08:04:30.192668
SMMR,25.8,25.8,25.81,2160.0,1700500.0,1733500.0,3570.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-07 08:04:30.192668
ATMN,25.89,25.75,25.89,2780.0,1687000.0,2113800.0,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-07 08:04:30.192668
WNTR,25.14,24.94,25.04,,2161600.0,1589900.0,,9448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-07 08:04:30.192668
SPNG,23.97,23.98,24.01,900.0,2113200.0,2100.0,1730700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-07 08:04:31.224837
SMMR,26.0,25.81,25.98,2160.0,1592500.0,,1941700.0,2800.0,9486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-07 08:04:31.224837
ATMN,25.98,25.76,25.97,4480.0,1602700.0,300.0,1966900.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-07 08:04:31.224837
WNTR,25.14,24.95,24.98,,2161600.0,,2017100.0,18836.0,5900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-07 08:04:31.224837
SPNG,24.43,23.98,24.41,900.0,100.0,1998800.0,1740.0,1641800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-07 08:04:32.281381
SMMR,25.8,25.82,25.89,3940.0,9586.0,1348400.0,2220.0,1830000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-07 08:04:32.281381
ATMN,25.73,25.75,25.93,2660.0,2253.0,1703400.0,1880.0,1692500.0,7918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-07 08:04:32.281381
WNTR,25.14,24.97,24.98,,20100.0,2024900.0,,2051100.0,5900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-07 08:04:32.281381
SPNG,24.45,23.98,24.45,2570.0,5395.0,1753900.0,2031700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-07 08:04:33.337203
SMMR,25.73,25.73,25.84,560.0,,2033600.0,1617400.0,3374.0,3330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-07 08:04:33.337203
ATMN,25.59,25.67,25.99,640.0,6737.0,2053700.0,1886700.0,2221.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-07 08:04:33.337203
WNTR,24.97,25.01,25.04,,26000.0,1865000.0,2023500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-07 08:04:33.337203
SPNG,24.33,23.98,24.24,2570.0,5395.0,1753900.0,1834000.0,300.0,2098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-07 08:04:34.395663
