ticker,last_price,bid_price,ask_price,BUY_WRSW-3,BUY_ANON,SELL_WRSW-3,SELL_ANON,BUY_UEBR-2,BUY_GIOT-3,SELL_WRSW-5,BUY_LUIS-1,SELL_UOTB-2,SELL_DUBL-5,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_WRSW-6,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_WRSW-6,SELL_COLA-3,BUY_WRSW-5,SELL_CNCD-1,BUY_CNCD-1,BUY_COLA-1,BUY_WRSW-4,SELL_UOTB-3,SELL_HECM-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_DUBL-5,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_UEBR-2,SELL_CAMN-1,SELL_WRSW-4,BUY_HECM-3,SELL_BRCH-2,tick,timestamp
WNTR,24.09,24.09,24.1,1235800.0,,2157400.0,770.0,5000.0,6144.0,1724.0,1347.0,,,,,2000.0,1738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-06 10:59:35.961472
SPNG,24.79,25.16,25.2,6000.0,2162600.0,819.0,500.0,12490.0,2000.0,1597700.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:59:37.031566
SMMR,23.98,23.83,23.85,6000.0,1057600.0,7080.0,6000.0,5290.0,2000.0,1615700.0,6000.0,740.0,1944.0,3000.0,1195.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:59:37.031566
ATMN,26.66,26.73,26.78,6000.0,1869800.0,3850.0,6000.0,10620.0,2000.0,1329900.0,,,1949.0,,4397.0,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:59:37.031566
WNTR,24.13,24.13,24.14,6000.0,1635300.0,,,,2000.0,2028400.0,2000.0,770.0,3206.0,1000.0,,651.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-06 10:59:37.031566
SPNG,25.18,25.16,25.18,6000.0,1424.0,587.0,2000.0,1778200.0,18700.0,6000.0,1046500.0,2414.0,4000.0,679.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:59:38.096030
SMMR,23.82,23.82,23.85,6000.0,,,,1813900.0,5290.0,6000.0,1224400.0,,4000.0,630.0,1000.0,4900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:59:38.096030
ATMN,26.68,26.67,26.68,,8157.0,,,1869800.0,4307.0,500.0,1655100.0,1313.0,4000.0,,,1949.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:59:38.096030
WNTR,24.0,24.03,24.11,6000.0,4307.0,,,1898900.0,,,1935700.0,,2000.0,770.0,2000.0,862.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-06 10:59:38.096030
SPNG,25.12,24.81,24.94,2029700.0,4000.0,1382.0,2146.0,6000.0,679.0,1248100.0,6000.0,2414.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:59:39.161916
SMMR,23.74,23.78,23.81,1794700.0,2000.0,553.0,100.0,4000.0,740.0,827400.0,6000.0,2956.0,6000.0,740.0,1944.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:59:39.161916
ATMN,26.68,26.67,26.68,1756000.0,,2181.0,,4000.0,710.0,1427800.0,500.0,3287.0,,,3923.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:59:39.161916
WNTR,24.1,24.05,24.08,1491200.0,2000.0,4362.0,100.0,4000.0,,1577800.0,,,6000.0,,2264.0,4000.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-06 10:59:39.161916
SPNG,25.16,25.16,25.19,6000.0,4960.0,1414300.0,679.0,1620.0,4000.0,4771.0,1516300.0,679.0,6000.0,1207.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:59:40.279116
SMMR,24.01,23.78,24.01,,1221.0,1530200.0,740.0,1944.0,2000.0,,2053400.0,,,1195.0,,2000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:59:40.279116
ATMN,26.71,26.75,26.83,,7794.0,1521300.0,,3923.0,2000.0,,1771000.0,,5500.0,1313.0,4000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:59:40.279116
WNTR,23.88,24.03,24.06,,,2178400.0,,862.0,2000.0,5713.0,780300.0,770.0,,2804.0,4000.0,1000.0,7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-06 10:59:40.279116
SPNG,25.2,25.2,25.21,1283800.0,9701.0,5190.0,679.0,1620.0,4000.0,1714800.0,4741.0,1207.0,2000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:59:41.044934
SMMR,23.92,23.78,23.79,929200.0,7211.0,6000.0,740.0,4900.0,,1474800.0,5990.0,4151.0,,4000.0,630.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:59:41.044934
ATMN,26.66,26.77,26.79,1540700.0,5784.0,,710.0,4478.0,2000.0,1435300.0,5784.0,1313.0,4000.0,,710.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:59:41.044934
WNTR,24.03,23.95,23.98,1919800.0,3006.0,6000.0,651.0,862.0,2000.0,758400.0,11950.0,2804.0,4000.0,,770.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-06 10:59:41.044934
SPNG,25.2,25.2,25.21,1540400.0,4000.0,4625.0,6000.0,679.0,1620.0,1709400.0,1310.0,4625.0,1207.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:59:42.168260
SMMR,24.02,23.79,23.83,1040300.0,,100.0,6000.0,,4900.0,2067300.0,,100.0,1195.0,6000.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:59:42.168260
ATMN,26.88,26.66,26.88,1662900.0,2000.0,4754.0,,710.0,2936.0,1990500.0,,,1313.0,,,710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:59:42.168260
WNTR,24.06,23.96,23.97,1697100.0,2000.0,2873.0,4500.0,,3692.0,1375100.0,,1436.0,2817.0,1000.0,4000.0,770.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-06 10:59:42.168260
SPNG,25.21,25.13,25.21,1875.0,679.0,1791200.0,3902.0,2000.0,4625.0,2000.0,4690.0,2272.0,1532300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:59:43.224430
SMMR,24.03,23.84,23.85,3836.0,740.0,802100.0,5856.0,2000.0,5415.0,,,2698.0,2055400.0,6000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:59:43.224430
ATMN,26.66,26.74,26.79,2936.0,,1635200.0,10254.0,2000.0,5500.0,2000.0,6000.0,,1759700.0,,,710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:59:43.224430
WNTR,23.96,23.95,23.96,3692.0,,1826300.0,5716.0,2000.0,7152.0,2000.0,6000.0,4232.0,730000.0,1000.0,,770.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-06 10:59:43.224430
SPNG,25.44,25.19,25.44,1310.0,679.0,2144600.0,1888100.0,679.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:59:44.285451
SMMR,23.93,23.96,24.03,6000.0,740.0,540700.0,2055400.0,,13406.0,7000.0,3936.0,2000.0,603.0,2698.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:59:44.285451
ATMN,26.83,26.9,26.93,,710.0,1258700.0,2197800.0,,14379.0,,4278.0,2000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:59:44.285451
WNTR,23.96,23.95,23.96,,,1564100.0,604700.0,770.0,11129.0,1000.0,3692.0,4000.0,12565.0,4232.0,5000.0,2000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-06 10:59:44.285451
SPNG,24.79,25.19,25.21,4690.0,2300500.0,5190.0,1807900.0,679.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:59:44.873698
SMMR,24.03,23.96,23.99,6000.0,540700.0,,1959800.0,630.0,13406.0,7000.0,740.0,3936.0,2000.0,603.0,1000.0,1195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:59:44.873698
ATMN,26.74,26.66,26.72,,1868000.0,,2164400.0,,4754.0,,,2936.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:59:44.873698
WNTR,23.92,23.92,23.98,,2066500.0,6000.0,1719200.0,770.0,,,651.0,1772.0,2000.0,,2000.0,1402.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-06 10:59:44.873698
SPNG,25.12,25.12,25.21,2139800.0,2272.0,6000.0,5023.0,1635600.0,2000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:59:45.960194
SMMR,23.98,23.96,23.98,673400.0,4816.0,,661.0,2006900.0,2000.0,9000.0,2000.0,6000.0,1000.0,1195.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:59:45.960194
ATMN,26.98,26.74,26.87,1635200.0,2936.0,6000.0,,2112900.0,,,,6000.0,,,10087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:59:45.960194
WNTR,24.1,24.03,24.1,1709500.0,2682.0,,,2213100.0,,3000.0,,,2000.0,,5026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-06 10:59:45.960194
SPNG,25.44,25.19,25.2,11797.0,2000.0,6000.0,1424200.0,2272.0,587.0,1678700.0,6000.0,466.0,679.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:59:47.042414
SMMR,23.83,23.83,23.97,,2000.0,6000.0,1921400.0,3422.0,,1573300.0,,3281.0,740.0,2000.0,1000.0,1620.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:59:47.042414
ATMN,26.93,26.93,26.94,,,6000.0,1737900.0,3227.0,609.0,2115000.0,,,,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:59:47.042414
WNTR,24.03,24.03,24.05,9771.0,2000.0,6000.0,1179500.0,1820.0,770.0,1818200.0,1188.0,5312.0,,,3000.0,,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-06 10:59:47.042414
SPNG,24.69,24.69,25.19,2418600.0,679.0,1793400.0,6000.0,2000.0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:59:48.105996
SMMR,23.91,23.91,23.93,1482200.0,740.0,1476600.0,,4000.0,3000.0,100.0,2000.0,6000.0,3422.0,3000.0,1620.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:59:48.105996
ATMN,26.62,26.76,26.89,1862000.0,609.0,1775900.0,500.0,4000.0,,,2000.0,6000.0,2121.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:59:48.105996
WNTR,24.03,24.03,24.04,1014000.0,770.0,1358200.0,1188.0,,5000.0,100.0,2000.0,6000.0,3898.0,5000.0,1494.0,770.0,3697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-06 10:59:48.105996
SPNG,25.2,25.05,25.1,2103500.0,2000.0,599.0,679.0,4000.0,1678700.0,6000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:59:49.178432
SMMR,23.94,23.84,23.94,1320300.0,4000.0,630.0,,4000.0,1813300.0,,3000.0,6000.0,3422.0,2000.0,810.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:59:49.178432
ATMN,26.92,26.76,26.81,1755700.0,2000.0,623.0,710.0,2000.0,1755200.0,500.0,,6000.0,2121.0,,,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:59:49.178432
WNTR,24.03,24.03,24.04,1278600.0,4000.0,770.0,770.0,2000.0,1251100.0,1188.0,4000.0,6000.0,2404.0,5000.0,1494.0,377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-06 10:59:49.178432
SPNG,24.99,24.7,24.81,2000.0,2262900.0,1766900.0,6000.0,666.0,2000.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:59:50.236651
SMMR,23.94,23.92,23.93,4000.0,1009600.0,1472300.0,,630.0,4000.0,5000.0,740.0,6000.0,3422.0,1067.0,3000.0,810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:59:50.236651
ATMN,26.95,26.79,26.84,4000.0,1772900.0,2004900.0,,,2000.0,,,6000.0,2121.0,165.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:59:50.236651
WNTR,24.01,24.01,24.03,2000.0,1913200.0,1036100.0,1188.0,770.0,4000.0,,770.0,6000.0,1772.0,377.0,5000.0,1494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-06 10:59:50.236651
SPNG,24.81,25.15,25.2,2091100.0,4000.0,679.0,6000.0,1863800.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:59:51.317228
SMMR,23.98,23.95,23.98,737300.0,4000.0,,,2235800.0,8000.0,740.0,6000.0,2358.0,1000.0,810.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:59:51.317228
ATMN,27.02,26.89,27.02,1645600.0,4000.0,,,2204700.0,,710.0,6000.0,2121.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:59:51.317228
WNTR,24.08,24.01,24.06,1692300.0,2000.0,770.0,,1984500.0,2000.0,770.0,6000.0,1772.0,2000.0,,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-06 10:59:51.317228
SPNG,24.98,24.86,24.87,2118800.0,599.0,2000.0,2686.0,1765500.0,679.0,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-06 10:59:52.386107
SMMR,23.92,23.92,23.97,2026500.0,,4000.0,,2319100.0,,,2000.0,267.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-06 10:59:52.386107
ATMN,26.83,26.99,27.0,1980600.0,710.0,4000.0,,2229700.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-06 10:59:52.386107
WNTR,24.05,24.01,24.04,1923200.0,770.0,,,1597500.0,770.0,2000.0,4000.0,188.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-06 10:59:52.386107
SPNG,25.2,25.27,25.35,2130600.0,599.0,2000.0,2000.0,1964100.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-06 10:59:52.957159
SMMR,23.97,23.97,23.99,1777500.0,740.0,2000.0,2000.0,2288500.0,1781.0,2000.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-06 10:59:52.957159
ATMN,26.95,26.91,26.95,1851300.0,710.0,4000.0,,2004600.0,,,6000.0,6000.0,609.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-06 10:59:52.957159
WNTR,24.05,24.01,24.04,1689000.0,770.0,,2000.0,1450200.0,,5000.0,6000.0,,770.0,188.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-06 10:59:52.957159
SPNG,25.0,24.86,25.0,2238500.0,2000.0,1793900.0,6000.0,2000.0,666.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-06 10:59:54.072384
SMMR,23.97,23.95,23.97,1910600.0,2000.0,1969900.0,,2000.0,630.0,740.0,2000.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-06 10:59:54.072384
ATMN,27.0,26.92,27.0,1975600.0,2000.0,2112700.0,,2000.0,,710.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-06 10:59:54.072384
WNTR,24.05,23.99,24.05,2198000.0,,1832800.0,,2000.0,770.0,770.0,1000.0,6000.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-06 10:59:54.072384
SPNG,25.0,24.86,25.0,2086400.0,2000.0,599.0,1667100.0,679.0,4000.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-06 10:59:55.144262
SMMR,24.03,23.9,24.03,2026600.0,2000.0,740.0,2255400.0,,2000.0,,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-06 10:59:55.144262
